,docket,term,quest_total,word_total,jquest_p,jquest_r,jwords_p,jwords_r,NYT,UnanVote,CloseVote,votes_total,dec_type,led,analu,fulldocket,us,sct,rec,party_1,party_2,lctdir,chief,natct,issue,value,dir,dis,win,vote,stwtdir,mardir,brndir,bwdir,jackdir,blkmdir,powdir,rehndir,stevdir,ocondir,scaldir,kendir,soutdir,thomdir,gindir,brydir,robtdir,altodir,stwtm,marm,brnm,bwm,burgm,blkmm,powm,rehnm,stevm,oconm,scalm,kenm,soutm,thomm,ginm,brym,robtm,altom,moa,win_oconnor,win_rehnquist,petac,respac,otherac,totalac,sgpet,sgresp,sgpetac,sgrespac,sgotherac,sgamicus,liberalac,conservac,sglibparty,sgconparty,sglibac,sgconac,no_cases,more_words,more_quest,WPerQR,WPerQP,USParty1,USParty2,civlib,economics,judpower,federalism,logno_cases,logquest_total,logword_total,Dummy94,term1979,term1980,term1981,term1982,term1983,term1984,term1985,term1986,term1987,term1988,term1989,term1990,term1991,term1992,term1993,term1994,term1995,term1996,term1997,term1998,term1999,term2000,term2001,term2002,term2003,term2004,term2005,term2006,term2007,counter,MQ,_Ilctdir_1,_IlctXMQ_1,OtherVote,USParty,log_quest_total,log_word_total,win_stevens,win_ginsburg,win_souter,win_breyer,win_kennedy,win_alito,win_roberts,win_scalia,win_thomas
1348,88-412,1988,88,1869,55,33,1201,668,0. no,0. no,1. yes,9,7. judgment of the court,106/0076,0. case citation,No. 88-412,492/0096,,0,BANKRUPT,CT DEPT,0. conservative,3. rehnquist,REHN3,611,8. economic activity,0. conservative,1. affirmed,Respondent Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,1,2,0,3,0,1,0,0,0,0,1,2,No,Yes,No,No,141,0. petitioner more words,0,20.24242401,21.83636284,0. no,0. no,0. no,1. yes,0. no,0. no,4.948760033,4.477336884,7.533158779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,0,0,0,0. no,4.477336884,7.533158779,1. Petitioner,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1349,87-981,1988,107,2311,56,51,1071,1240,0. no,0. no,0. no,9,1. orally argued signed opinion,102/0445,0. case citation,"No. 87-981, No. 87-1028",488/0153,,0,AIR MFR,MILITARY,0. conservative,3. rehnquist,REHN3,717,9. judicial power,1. liberal,6. 5 + remanded,Petitioner Wins,72,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,0. dissent,1. majority,0. dissent,1. majority,1,NA,NA,NA,NA,NA,NA,BRN,0. Respondent,0. Respondent,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,141,1. respondent more words,0,24.31372643,19.125,0. no,0. no,0. no,0. no,1. yes,0. no,4.948760033,4.672828674,7.745435715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,0,0,1,0. no,4.672828674,7.745435715,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1350,87-1043,1988,106,2413,33,73,751,1662,0. no,0. no,1. yes,9,1. orally argued signed opinion,103/0290,0. case citation,No. 87-1043,489/0235,,0,US,BANKRUPT,0. conservative,3. rehnquist,REHN3,975,12. federal taxation,1. liberal,2. reversed,Petitioner Wins,54,NA,0. conservative,0. conservative,1. liberal,NA,1. liberal,NA,1. liberal,0. conservative,0. conservative,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,1. majority,NA,1. majority,0. dissent,0. dissent,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,1. Petitioner,0,1,0,1,1,0,0,0,0,0,0,1,Yes,No,No,No,141,1. respondent more words,1,22.76712418,22.75757599,1. yes,0. no,0. no,1. yes,0. no,0. no,4.948760033,4.663439274,7.788626194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,0,0,0,1. yes,4.663439274,7.788626194,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1351,87-1855,1988,68,1122,33,35,669,453,0. no,0. no,1. yes,9,1. orally argued signed opinion,105/0181,0. case citation,No. 87-1855,491/0223,,0,PA OF,HANDICAP,1. liberal,3. rehnquist,REHN3,331,2. civil rights,0. conservative,3. reversed and remanded,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,1,1,0,2,0,0,0,0,0,0,1,1,No,No,No,No,141,0. petitioner more words,1,12.94285679,20.27272797,0. no,0. no,1. yes,0. no,0. no,0. no,4.948760033,4.219507694,7.022868156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,1,1.013000011,0,0. no,4.219507694,7.022868156,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1352,88-32,1988,96,1823,44,52,800,1023,0. no,1. yes,0. no,9,1. orally argued signed opinion,104/0098,0. case citation,No. 88-32,490/0107,,0,MA,ER,0. conservative,3. rehnquist,REHN3,621,8. economic activity,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,3,0,0,3,0,0,1,0,0,1,3,0,No,No,Yes,No,141,1. respondent more words,1,19.67307663,18.18181801,0. no,0. no,0. no,1. yes,0. no,0. no,4.948760033,4.564348221,7.508238792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,0,0,0,0. no,4.564348221,7.508238792,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1353,88-1048,1988,193,3268,87,106,1660,1608,0. no,1. yes,0. no,9,1. orally argued signed opinion,105/0074,0. case citation,No. 88-1048,491/0095,,0,VOTER,MO OF,0. conservative,3. rehnquist,REHN3,250,2. civil rights,1. liberal,2. reversed,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,1,0,0,1,0,0,0,0,0,0,1,0,No,No,No,No,141,0. petitioner more words,1,15.16981125,19.08045959,0. no,0. no,1. yes,0. no,0. no,0. no,4.948760033,5.262690067,8.09193325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,0,0,0,0. no,5.262690067,8.09193325,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1354,87-1939,1988,123,2248,69,54,1195,1053,0. no,0. no,0. no,9,1. orally argued signed opinion,103/0559,0. case citation,"No. 87-1939, No. 87-2008",489/0546,,0,VI COMN,ATTY,1. liberal,3. rehnquist,REHN3,341,2. civil rights,1. liberal,1. affirmed,Respondent Wins,63,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,0. dissent,NA,1. majority,NA,0. dissent,1. majority,0. dissent,1. majority,1,NA,NA,NA,NA,NA,NA,BRN,1. Petitioner,1. Petitioner,1,1,0,2,0,0,0,0,0,0,1,1,No,No,No,No,141,0. petitioner more words,0,19.5,17.31884003,0. no,0. no,1. yes,0. no,0. no,0. no,4.948760033,4.812184334,7.717796326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,1,1.013000011,1,0. no,4.812184334,7.717796326,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1355,87-154,1988,162,2906,98,64,1706,1200,1. yes,0. no,0. no,9,1. orally argued signed opinion,103/0249,0. case citation,No. 87-154,489/0189,,0,JUV,WI COUNT,0. conservative,3. rehnquist,REHN3,301,2. civil rights,0. conservative,1. affirmed,Respondent Wins,63,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,2,3,1,6,0,0,0,0,0,0,2,3,No,No,No,No,141,0. petitioner more words,0,18.75,17.40816307,0. no,0. no,1. yes,0. no,0. no,0. no,4.948760033,5.087596416,7.974533081,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,0,0,1,0. no,5.087596416,7.974533081,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1356,87-1303,1988,95,2102,50,45,1162,940,0. no,1. yes,0. no,9,1. orally argued signed opinion,102/0688,0. case citation,"No. 87-1303, No. 87-1310",488/0336,,0,COAL CO,WV COUNT,1. liberal,3. rehnquist,REHN3,626,8. economic activity,0. conservative,3. reversed and remanded,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,2,1,2,5,0,0,0,0,0,0,1,2,No,No,No,No,141,0. petitioner more words,0,20.88888931,23.23999977,0. no,0. no,0. no,1. yes,0. no,0. no,4.948760033,4.553876877,7.650644779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,1,1.013000011,0,0. no,4.553876877,7.650644779,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1357,87-1759,1988,35,956,26,9,810,146,0. no,1. yes,0. no,9,1. orally argued signed opinion,103/0866,0. case citation,No. 87-1759,489/0782,,0,TX GOEE,TXSCHDIS,0. conservative,3. rehnquist,REHN3,542,6. attorneys,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,141,0. petitioner more words,0,16.22222137,31.15384674,0. no,0. no,1. yes,0. no,0. no,0. no,4.948760033,3.555348158,6.862757683,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.013000011,0,0,0,0. no,3.555348158,6.862757683,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1358,87-1979,1989,98,2093,56,42,1035,1058,0. no,1. yes,0. no,9,1. orally argued signed opinion,107/0278,0. case citation,"No. 87-1979, No. 88-127",493/0040,,0,RR,EE,1. liberal,3. rehnquist,REHN3,615,8. economic activity,0. conservative,2. reversed,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,2,0,0,2,0,0,1,0,0,1,0,2,No,No,No,Yes,129,1. respondent more words,0,25.19047546,18.4821434,0. no,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.584967613,7.646353722,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.584967613,7.646353722,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1359,88-2031,1989,135,3002,65,70,1436,1566,0. no,0. no,1. yes,9,7. judgment of the court,111/0571,0. case citation,No. 88-2031,497/0720,,0,US,PROT,1. liberal,3. rehnquist,REHN3,401,3. first amendment,0. conservative,2. reversed,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,7,0,7,1,0,0,0,0,0,7,0,No,Yes,No,No,129,1. respondent more words,1,22.37142944,22.09230804,1. yes,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.905274868,8.007034302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,1. yes,4.905274868,8.007034302,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1360,88-1668,1989,112,2346,45,67,1034,1312,0. no,0. no,0. no,9,1. orally argued signed opinion,109/0333,0. case citation,No. 88-1668,495/0328,,0,OIL CO,OIL CO,1. liberal,3. rehnquist,REHN3,601,8. economic activity,0. conservative,3. reversed and remanded,Petitioner Wins,72,NA,0. conservative,0. conservative,1. liberal,NA,0. conservative,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,0. dissent,NA,1. majority,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,2,3,0,5,0,0,1,0,0,1,3,2,No,No,No,Yes,129,1. respondent more words,1,19.58209038,22.97777748,0. no,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.718498707,7.760467052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.718498707,7.760467052,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1361,89-255,1989,124,2581,83,41,1745,836,0. no,0. no,0. no,9,1. orally argued signed opinion,109/0580,0. case citation,No. 89-255,495/0545,,0,US,BANKRUPT,1. liberal,3. rehnquist,REHN3,611,8. economic activity,1. liberal,1. affirmed,Respondent Wins,81,NA,1. liberal,1. liberal,1. liberal,NA,0. conservative,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,0. dissent,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,0,1,0,1,1,0,0,0,0,0,1,0,No,Yes,No,No,129,0. petitioner more words,0,20.39024353,21.02409554,1. yes,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.820281506,7.855932236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,1. yes,4.820281506,7.855932236,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1362,88-512,1989,132,3230,61,71,1513,1717,0. no,0. no,1. yes,9,1. orally argued signed opinion,108/0293,0. case citation,No. 88-512,494/0344,,0,MI,AC,1. liberal,3. rehnquist,REHN3,30,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,1,1,0,2,0,0,1,0,0,1,1,1,No,No,No,Yes,129,1. respondent more words,1,24.18309784,24.80327797,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.88280201,8.080237389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.88280201,8.080237389,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1363,89-789,1989,133,2939,91,42,1743,1196,0. no,0. no,0. no,9,1. orally argued signed opinion,110/0301,0. case citation,No. 89-789,496/0325,,0,AL,AC,1. liberal,3. rehnquist,REHN3,17,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,63,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,1. majority,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,0,2,2,0,0,0,0,0,0,0,0,No,No,No,No,129,0. petitioner more words,0,28.47619057,19.15384674,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.890348911,7.985824585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.890348911,7.985824585,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1364,89-390,1989,144,2892,81,63,1692,1200,1. yes,0. no,0. no,9,1. orally argued signed opinion,110/0579,0. case citation,No. 89-390,496/0633,,0,PBGC,ER,0. conservative,3. rehnquist,REHN3,621,8. economic activity,1. liberal,3. reversed and remanded,Petitioner Wins,81,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,0. conservative,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,4,2,1,7,0,0,1,0,0,1,4,2,No,No,Yes,No,129,0. petitioner more words,0,19.04761887,20.88888931,1. yes,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.969813347,7.969703674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,1,1. yes,4.969813347,7.969703674,0. Respondent,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1365,88-7164,1989,99,2356,79,20,1994,362,0. no,0. no,0. no,9,1. orally argued signed opinion,110/0112,0. case citation,No. 88-7164,496/0128,,0,AC,CA,0. conservative,3. rehnquist,REHN3,16,1. criminal procedure,0. conservative,1. affirmed,Respondent Wins,72,NA,1. liberal,1. liberal,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,0,2,0,2,0,0,0,1,0,1,0,2,No,No,No,Yes,129,0. petitioner more words,0,18.10000038,25.24050713,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.595119953,7.76472044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,1,0. no,4.595119953,7.76472044,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1366,88-1671,1989,107,2830,44,63,1255,1575,0. no,1. yes,0. no,9,1. orally argued signed opinion,108/0701,0. case citation,"No. 88-1671, No. 88-1688",494/0715,,0,LABR,ATTY,1. liberal,3. rehnquist,REHN3,542,6. attorneys,0. conservative,3. reversed and remanded,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,0,2,0,2,1,0,0,0,0,0,2,0,No,Yes,No,No,129,1. respondent more words,1,25,28.52272797,1. yes,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.672828674,7.948031902,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,1. yes,4.672828674,7.948031902,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1367,89-369,1989,109,2421,59,50,1449,972,0. no,1. yes,0. no,9,1. orally argued signed opinion,110/0480,0. case citation,No. 89-369,496/0530,,0,MOTOR CO,US,1. liberal,3. rehnquist,REHN3,638,8. economic activity,1. liberal,1. affirmed,Respondent Wins,90,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,1,1,7,9,0,1,0,0,0,0,1,1,Yes,No,No,No,129,0. petitioner more words,0,19.44000053,24.55932236,0. no,1. yes,0. no,1. yes,0. no,0. no,4.85981226,4.691348076,7.791935921,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,1. yes,4.691348076,7.791935921,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1368,89-152,1989,88,1646,60,28,1065,581,0. no,1. yes,0. no,9,1. orally argued signed opinion,110/0065,0. case citation,No. 89-152,496/0072,,0,FEE,ER,1. liberal,3. rehnquist,REHN3,911,10. federalism,0. conservative,3. reversed and remanded,Petitioner Wins,90,NA,0. conservative,0. conservative,0. conservative,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,1. majority,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,1. Petitioner,1. Petitioner,4,1,2,7,0,0,1,0,0,1,1,4,No,No,No,Yes,129,0. petitioner more words,0,20.75,17.75,0. no,0. no,0. no,0. no,0. no,1. yes,4.85981226,4.477336884,7.406103611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,0,0. no,4.477336884,7.406103611,1. Petitioner,NA,NA,NA,1. Petitioner,NA,NA,1. Petitioner,NA
1369,88-1916,1989,99,2250,65,34,1583,667,0. no,0. no,0. no,9,1. orally argued signed opinion,109/0085,0. case citation,No. 88-1916,495/0091,,0,MO,AC,1. liberal,3. rehnquist,REHN3,16,1. criminal procedure,1. liberal,1. affirmed,Respondent Wins,72,NA,1. liberal,1. liberal,1. liberal,NA,0. conservative,NA,0. conservative,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,0. dissent,NA,0. dissent,1. majority,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,BRN,0. Respondent,1. Petitioner,2,0,0,2,0,0,1,0,0,1,0,2,No,No,No,Yes,129,0. petitioner more words,0,19.61764717,24.3538456,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.595119953,7.718685627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.595119953,7.718685627,0. Respondent,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
1370,88-2102,1989,110,1967,63,47,1062,905,0. no,0. no,0. no,9,1. orally argued signed opinion,109/0184,0. case citation,No. 88-2102,495/0207,,0,FILM,AGENT,1. liberal,3. rehnquist,REHN3,662,8. economic activity,1. liberal,1. affirmed,Respondent Wins,63,NA,1. liberal,1. liberal,1. liberal,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,1. liberal,NA,NA,NA,NA,NA,NA,NA,1. majority,1. majority,1. majority,NA,1. majority,NA,0. dissent,0. dissent,1. majority,0. dissent,1,NA,NA,NA,NA,NA,NA,BRN,0. Respondent,1. Petitioner,1,3,0,4,0,0,0,0,0,0,3,1,No,No,No,No,129,0. petitioner more words,0,19.2553196,16.8571434,0. no,0. no,0. no,1. yes,0. no,0. no,4.85981226,4.700480461,7.584264755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,1,0.795000017,1,0. no,4.700480461,7.584264755,1. Petitioner,NA,NA,NA,0. Respondent,NA,NA,1. Petitioner,NA
1371,88-7351,1989,97,1948,44,53,991,957,0. no,0. no,1. yes,9,1. orally argued signed opinion,111/0511,0. case citation,No. 88-7351,497/0639,,0,CC,AZ,0. conservative,3. rehnquist,REHN3,40,1. criminal procedure,0. conservative,1. affirmed,Respondent Wins,54,NA,1. liberal,1. liberal,0. conservative,NA,1. liberal,NA,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,0. dissent,0. dissent,1. majority,NA,0. dissent,NA,1. majority,0. dissent,1. majority,1. majority,1,NA,NA,NA,NA,NA,NA,REHN,0. Respondent,0. Respondent,1,1,0,2,0,0,0,0,0,0,1,1,No,No,No,No,129,0. petitioner more words,1,18.05660439,22.52272797,0. no,0. no,1. yes,0. no,0. no,0. no,4.85981226,4.574710846,7.574558258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.795000017,0,0,0,0. no,4.574710846,7.574558258,1. Petitioner,NA,NA,NA,0. Respondent,NA,NA,0. Respondent,NA
